Product name,ASIN,Condition,Total orders,NCX orders,Fulfilled by,SKU,NCX rate,Top NCX reason,NCX Review Rate,NCX Return Rate,Last updated,pcxHealth
"Arctic Flex Reusable Hot & Cold Gel Ice Pack Wrap with Strap - Hot & Cold Therapy Gel Ice Pack Wrap for Injuries, Pain, Shoulder, Knee, Back, Elbow & Foot - Flexible Wrap Around Cold Pack & Compress","B06W9G259M","New",13,1,"Amazon","X001BY64FZ","7.69%","Performance or quality not adequate
100%","0%","7.69%","Feb 12, 2025","Excellent"
"ViveSole Arch Supports for Women & Men (12 Pack) - Felt Insert with Adhesive - Foot Pads for Shoes, Sandals, Flip Flops, Boots, High Heels, Flat Feet, High Arches, and Plantar Fasciitis","B01MV792AS","New",15,0,"Amazon","X001BUBKOJ","0%","--","0%","0%","Nov 11, 2024","Excellent"
"Vive Precision Blood Pressure Monitor Case - Hard Carrying Medical Travel Storage Bag - Universally Compatible Portable BPM Cuff, Health Accessories Pouch Replacement with Carrying Strap - Shockproof","B01MZGJXH7","New",1,0,"Amazon","X001BPM7RN","0%","--","0%","0%","Feb 10, 2025","Good"
"Vive Inflatable Lumbar Pillow - Cushion for Airplane Seat Travel Support - Lower Back Cushion for Car, Office Chair - Adjustable Firm Air Neck Pain, Sciatica Relief - Compact Portable Camping Headrest","B01N5UTB1U","New",1,0,"Amazon","X001BKZFFT","0%","--","0%","0%","Nov 12, 2024","Excellent"
"Vive Foam Tubing (9 Pack) - Utensil Padding Grips - Spoon, Fork Round Hollow Medical Closed Cell Tube - Cut to Length - Provides Wider, Larger Grip Pipe Tool for Dexterity, Disabled, Elderly","B01MXVPY53","New",11,0,"Amazon","X001B8KQPZ","0%","--","0%","0%","Jan 3, 2025","Fair"
"ViveSole Budin Splint Toe Straightener (Pair) - Hammer Toe Corrector for Women, Men - Crooked Toe, Joint Realign Cushion Brace for Claw, Curled - Metatarsal Support Loop Guard Alignment Corrector Wrap","B01N3250QU","New",474,5,"Amazon","X001B2SHAR","1.05%","Performance or quality not adequate
80%","0%","1.05%","Feb 14, 2025","Good"
"Vive Gait Belt (60 Inch) - Transfer Assist Device for Caregiver, Nurse, Therapist, Seniors, Elderly, Bariatric, Occupational and Physical Therapy - Medical Nursing Safety - Walking & Standing Aid","B01MU7SV0J","New",70,0,"Amazon","X001B1MEBB","0%","--","0%","0%","Feb 14, 2025","Good"
"Vive Trigger Finger Splint - Support Brace for Middle, Ring, Index, Thumb, Pinky, and Hands - Straightening Curved, Bent, Locked Stenosing Tenosynovitis Tendon Lock Release Knuckle Stabilizer - HSA/FSA","B01N2RDSGR","New",554,10,"Amazon","X001B16V65","1.81%","Defective item
50%","0%","1.62%","Feb 14, 2025","Good"
"Vive Cane Tip - Self Standing Quad Base Replacement for Most Walking Canes, Walking Sticks, Folding Canes or Offset Quad Pod or Tripod Canes - 4 Prong Rubber Cane Foot Pad","B01N2VR54W","New",98,3,"Amazon","X001AJ6E33","3.06%","Performance or quality not adequate
66%","0%","3.06%","Feb 14, 2025","Good"
"Vive Precision Manual Blood Pressure Cuff - Aneroid Sphygmomanometer with Case - BP Kit Monitor for Adults, Nurses - One Hand, One Tube Upper Arm Cuff Machine - BPM Meter Device for Professionals","B01NBMG19W","New",150,13,"Amazon","X001AIRO6Z","8.67%","Performance or quality not adequate
46%","0.67%","8%","Feb 14, 2025","Fair"
"Vive Manual Massage Roller Ball - Self Massage Therapy Tool for Sore Muscles, Arms, Legs, Back, Foot, Shoulders, Deep Tissue and Trigger Point - Joint Pain Relief Recovery - Relax Full Body","B01N9CGW01","New",1,0,"Amazon","X001A22B3H","0%","--","0%","0%","Feb 6, 2025","Excellent"
"Vive Walker Bag - Accessories Wheelchair Basket Pouch (Water Resistant) - Seniors Caddy Accessory Attachment for Folding, Rolling Walkers - Carry Storage Carrier Tote - Lightweight, Universal Size","B01N3QUD3E","New",63,1,"Amazon","X0019SWYL1","1.59%","Performance or quality not adequate
100%","0%","0%","Feb 14, 2025","Good"
"Vive Walker Bag - Accessories Wheelchair Basket Pouch (Water Resistant) - Seniors Caddy Accessory Attachment for Folding, Rolling Walkers - Carry Storage Carrier Tote - Lightweight, Universal Size","B01MTLUEHE","New",3,0,"Amazon","X0019SWY6B","0%","--","0%","0%","Feb 14, 2025","Excellent"
"Vive Neck Brace for Neck Pain and Support for Women, Men - Cervical Collar - Soft Neck Brace for Pinched Nerve - Vertebrae Whiplash Wrap for Posture, Sleeping - Spinal Support and Spine Pressure","B01M1O79MM","New",71,11,"Amazon","X00188C0XT","15.49%","Performance or quality not adequate
54%","0%","15.49%","Feb 13, 2025","Fair"
"Arctic Flex Neck Ice Pack - Cold Compress Shoulder Therapy Wrap - Cool Reusable Medical Freezer Gel Pad for Swelling, Injuries, Headache, Cooler (Large (1 Pack))","B01M08DV3R","New",113,3,"Amazon","X00186SFFD","2.65%","Performance or quality not adequate
66%","0%","2.65%","Feb 14, 2025","Fair"
"Vive Bag for Wheelchairs & Walkers - Machine Washable, Double-Stitched, Water-Resistant Accessory Backpack for Rollators, Wheelchairs, Walkers - Pouch with XL Pockets & Straps for Quick Installation","B01M0LXQII","New",46,2,"Amazon","X0017YPN6Z","4.35%","Performance or quality not adequate
100%","0%","4.35%","Feb 14, 2025","Good"
"Vive Bag for Wheelchairs & Walkers - Machine Washable, Double-Stitched, Water-Resistant Accessory Backpack for Rollators, Wheelchairs, Walkers - Pouch with XL Pockets & Straps for Quick Installation","B01LY0FEV6","New",14,1,"Amazon","X0017Y3DQR","7.14%","Performance or quality not adequate
100%","0%","0%","Feb 13, 2025","Good"
"Arctic Flex Ice Packs for Injuries Reusable (24"" x 11"") - Flexible Hot Cold Packs - Therapy Gel Ice Wrap With Straps - Ankle, Elbow, Knees, Foot, Hip Arm, Back Pain Relief Compress Medical Freezer Pad","B01LY9ZFTC","New",9,0,"Amazon","X0017QX9YB","0%","--","0%","0%","Feb 9, 2025","Excellent"
"Arctic Flex Reusable Gel Ice Pack for Injuries with Straps (10"" x 6"") - Flexible, Cooling Gel Ice Pack - Medical Grade Hot and Cold Therapy Pack - Ice Pad for Back, Neck, Shoulders, Hip & Head Pain","B01LWZ5WDV","New",5,0,"Amazon","X0017QX9NH","0%","--","0%","0%","Oct 26, 2024","Excellent"
"Vive Arm Sling Shoulder Immobilizer for Left or Right Arm - Comfortable Relief for Shoulder & Elbow Injury, Rotator Cuff Surgery, Broken Wrist, Hand - Adjustable Padded Straps Fit Men & Women (Black)","B01LXYEEKZ","New",113,10,"Amazon","X0017QCE6F","8.85%","Performance or quality not adequate
60%","0%","8.85%","Feb 14, 2025","Good"
"Vive Tens Unit Muscle Stimulator- Stim Machine with Self Sticking Electrodes Pads, Massager for Upper & Lower Back, Sciatica, Neck Pain Relief, Electric Shock Therapy for Muscles & Pain Management","B01LXYE46U","New",24,3,"Amazon","X0017QAW4L","12.5%","Performance or quality not adequate
66%","0%","12.5%","Feb 14, 2025","Good"
"Vive Lotion Applicator for Back, Feet (17.5"") - Self Washer Beauty Shower Sponge, Long Handle Cream Wand for Elderly, Women - Apply Medicine, Skin Cream, Body Wash, Sunscreen","B01LBM0K28","New",194,0,"Amazon","X00177TB01","0%","--","0%","0%","Feb 14, 2025","Good"
"Vive Wheelchair Cushion - Gel Seat Pad for Coccyx, Orthopedic Back Support, Sciatica & Tailbone Pain Relief - Waterproof Cover + 4 Layer Foam Support and Comfort - for Pressure Sores and Ulcers","B01L28ANI2","New",124,5,"Amazon","X0016VTFGD","4.03%","Performance or quality not adequate
80%","0%","4.03%","Feb 14, 2025","Good"
"Vive Metal Shoe Horn For Seniors, Men, Women - Stainless Steel ShoeHorn with Wide Handle - Metal Spoon Lazy Shoe Helper for Boots, Dress Shoes, Casual Sneakers - Portable, Extended Reach Helper Tool","B01JSNES70","New",11,0,"Amazon","X0016KEYQP","0%","--","0%","0%","Feb 12, 2025","Excellent"
"Vive Shower Back Brush - Body Scrubber for Men & Women - Long Handle Bath Brush for Showering, Dry & Wet Brushing - Washer Scrub, Exfoliator, Cleaner, Scratcher for Elderly - Soft & Stiff Bristles","B01JQA04XW","New",88,1,"Amazon","X0016D7L85","1.14%","Performance or quality not adequate
100%","0%","1.14%","Feb 14, 2025","Good"
"Vive 17"" Shower Loofah with Long Handle - Exfoliating Back & Body Scrubber for Men & Women - Luffa Sponge on a Stick for Bathing, Cleaning - Includes Extra Handheld Lufa, Hook & String to Hang on Wall","B01JQB231W","New",54,0,"Amazon","X0016B1Z7P","0%","--","0%","0%","Oct 21, 2024","Excellent"
"Vive Folding Cane - Foldable Walking Cane for Men, Women - Fold-up, Collapsible, Lightweight, Adjustable, Portable Hand Walking Stick - Balancing Mobility Aid - Sleek, Comfortable T Handles (Purple)","B01JMXDJ26","New",172,5,"Amazon","X0016A7831","2.91%","Performance or quality not adequate
60%","0%","2.91%","Feb 14, 2025","Fair"
"Vive Leg Lifter Strap (44 Inch) - Rigid Foot Loop, Hand Grip for Adult, Senior, Elderly, Handicap, Disability, Pediatrics - Long Band Mobility Aid for Car, Bed, Couch, Hip Replacement, Wheelchair","B01IPXWBCI","New",40,3,"Amazon","X0015YCH2Z","7.5%","Performance or quality not adequate
66%","0%","7.5%","Feb 13, 2025","Good"
"Vive Precision Blood Pressure Monitor - Upper Arm High Heart Rate Digital Sphygmomanometer BP Cuff Machine - Automatic Accurate Home Use BPM System for Hypertension- Pregnancy Must Have","B01GQHTF4M","New",54,2,"Amazon","X0015WYBD5","3.7%","Defective item
100%","0%","3.7%","Feb 14, 2025","Good"
"ViveSole Thin Gel Insoles for Women - Plantar Fasciitis Relief for Work Boots & Heels - Shoe Inserts for Flat Feet Arch Support - Orthotics with Metatarsal Pads Foot Cushions for Heel in Shoes","B01ITP91JS","New",6,0,"Amazon","X0015TYZNJ","0%","--","0%","0%","Dec 9, 2024","Good"
"ViveSole Toe Sleeves Tubes (6 Pack) - Spacers & Separators for Women - Hammer Toe Straightener - Foot Blister Protectors & Relief - Finger Splints for Corn, Overlapping Toes - Toe Covers for Calluses","B076KVPPGB","New",20,0,"Amazon","X0015T66F9","0%","--","0%","0%","Nov 19, 2024","Excellent"
"ViveSole Arch Support Insoles for Men & Women - Orthotic Inserts for Plantar Fasciitis, High Arches, Flat Feet - Shoe Inserts for Comfort and Relief, Back, Fascia, Foot and Heel Pain - Full Length","B01IPYYX2I","New",9,1,"Amazon","X0015S9LSJ","11.11%","Performance or quality not adequate
100%","0%","11.11%","Feb 5, 2025","Excellent"
"Vive Gait Belt (300lbs) Transfer Belt with Handles - Medical Nursing Safety Patient Assist - Bariatric, Elderly, Handicap, Physical Therapy - PT Gate Strap Quick Release Metal Buckle, Grabbing Teeth","B01IPYNQT4","New",239,8,"Amazon","X0015S7L2H","3.35%","Performance or quality not adequate
62%","0%","3.35%","Feb 14, 2025","Good"
"Vive Hinged Knee Brace - Relieves ACL, MCL, Meniscus Tear - Lightweight, Comfortable, Breathable Open Patella Wrap with Side Stabilizers - for Women & Men - Adjustable Strap for Tendonitis","B01IPWZI5G","New",32,2,"Amazon","X0015S76GX","6.25%","Performance or quality not adequate
50%","0%","6.25%","Feb 13, 2025","Good"
"ViveSole Arch Support Insoles for Men & Women - Orthotic Inserts for Plantar Fasciitis, High Arches, Flat Feet - Shoe Inserts for Comfort and Relief, Back, Fascia, Foot and Heel Pain - Full Length","B01IPYYX3C","New",4,0,"Amazon","X0015S222B","0%","--","0%","0%","Feb 9, 2025","Excellent"
"Vive Transfer Belt with Leg Loops - Medical Nursing Safety Gait Assist Device - Bariatrics, Pediatric, Elderly, Occupational and Physical Therapy - Long Strap and Quick Release Metal Buckle - 52 Inch","B01IPYNQWG","New",96,7,"Amazon","X0015S1FID","7.29%","Performance or quality not adequate
57%","0%","7.29%","Feb 14, 2025","Good"
"VIVEsole Toe Spreaders for Feet (8 Pack) - Silicone Spacers for Women & Men - Gel Separators for Bunions, Overlapping Toes, Pain Relief - Orthotic Dividers for Athletes, Alignment & Corrector","B01IBVETA6","New",13,0,"Amazon","X0015QAOMN","0%","--","0%","0%","Feb 13, 2025","Excellent"
"ViveSole Arch Support Insoles for Men & Women - Orthotic Inserts for Plantar Fasciitis, High Arches, Flat Feet - Shoe Inserts for Comfort and Relief, Back, Fascia, Foot and Heel Pain - Full Length","B01IPYYX4G","New",9,0,"Amazon","X0015Q2TL7","0%","--","0%","0%","Feb 12, 2025","Excellent"
"ViveSole Arch Support Insoles for Men & Women - Orthotic Inserts for Plantar Fasciitis, High Arches, Flat Feet - Shoe Inserts for Comfort and Relief, Back, Fascia, Foot and Heel Pain - Full Length","B01IPYYX50","New",8,1,"Amazon","X0015Q2TKX","12.5%","Performance or quality not adequate
100%","0%","12.5%","Feb 5, 2025","Excellent"
"ViveSole Gel Heel Cups (Pair) - Silicone Cushion Insert Pads for Pain Relief, Plantar Fasciitis, Heel Spurs, Shoes, Achilles Treatment - Foot Comfort Support Protectors for Women, Men (Pink, Large)","B01IQ0G3EM","New",29,0,"Amazon","X0015PR6E3","0%","--","0%","0%","Feb 13, 2025","Excellent"
"VIVEsole Toe Spreaders for Feet (8 Pack) - Silicone Spacers for Women & Men - Gel Separators for Bunions, Overlapping Toes, Pain Relief - Orthotic Dividers for Athletes, Alignment & Corrector","B01IBUPG04","New",7,0,"Amazon","X0015PLCXT","0%","--","0%","0%","Feb 14, 2025","Excellent"
"ViveSole Gel Heel Cups (Pair) - Silicone Cushion Insert Pads for Pain Relief, Plantar Fasciitis, Heel Spurs, Shoes, Achilles Treatment - Foot Comfort Support Protectors for Women, Men(Blue, Small/Med)","B01IQ0G3E2","New",4,0,"Amazon","X0015P7Z5X","0%","--","0%","0%","Feb 5, 2025","Excellent"
"ViveSole Arch Support Insoles for Men & Women - Orthotic Inserts for Plantar Fasciitis, High Arches, Flat Feet - Shoe Inserts for Comfort and Relief, Back, Fascia, Foot and Heel Pain - Full Length","B01IPYYX64","New",13,1,"Amazon","X0015P6185","7.69%","Damaged item
100%","0%","7.69%","Feb 12, 2025","Good"
"Vive Exercise Putty (4-Pack) - Therapeutic, Occupational and Therapy Tool - Thinking and Stress - Finger, Hand Grip Strength Exercises - Extra Soft, Soft, Medium, Firm Sensory Kit - Squeezable Ball","B01IBVWSQI","New",298,2,"Amazon","X0015P3DZ9","0.67%","Missing parts/accessories
50%","0%","0.67%","Feb 14, 2025","Good"
"ViveSole Gel Heel Cups (Pair) - Silicone Cushion Insert Pads for Pain Relief, Plantar Fasciitis, Heel Spurs, Shoes, Achilles Treatment - Foot Comfort Support Protectors for Women, Men(Pink, Small/Med)","B01IQ0G3C4","New",33,0,"Amazon","X0015NIM4N","0%","--","0%","0%","Feb 14, 2025","Good"
"ViveSole Gel Heel Cups (Pair) - Silicone Cushion Insert Pads for Pain Relief, Plantar Fasciitis, Heel Spurs, Shoes, Achilles Treatment - Foot Comfort Support Protectors for Women, Men (Blue, Large)","B01IQ0G338","New",28,1,"Amazon","X0015NI81F","3.57%","Too Small
100%","0%","3.57%","Feb 14, 2025","Good"
"Vive Foot Arch Support Brace (Pair) - Wrap Corrector for Flat Feet, Plantar Fasciitis, Pain Relief, Fallen Arches - Compression Sleeve Strap, Gel Bands Inserts For Women & Men - Wear Under Socks","B01IBTX95E","New",352,18,"Amazon","X0015MSA3H","5.11%","Performance or quality not adequate
70%","0.57%","5.11%","Feb 14, 2025","Good"
"Vive Crutch Pouch Bag with Foam Hand Grip Pads - Tote for Broken Leg Crutches with Storage Pockets - Ergonomic, Orthopedic, Lightweight Carry On - Medical Forearm Crutch Accessories","B01IBUD24G","New",27,0,"Amazon","X0015KD90D","0%","--","0%","0%","Feb 14, 2025","Excellent"
"Vive IT Band Strap - Iliotibial Band Compression Wrap - Outside of Knee Pain, Hip, Thigh & ITB Syndrome Support - Neoprene Brace for Running and Exercise - Athletic Stabilizer for Men, Women","B01IBU5WZS","New",111,2,"Amazon","X0015GK46J","1.8%","Performance or quality not adequate
100%","0%","1.8%","Feb 12, 2025","Good"
"Vive Folding Pedal Exerciser - Under Desk Exercise Bike for Seniors, Elderly - Sit Down Stationary Peddler Equipment for Arm, Leg, Hand, Foot - Mini Floor Bicycle with LCD Display, Adjustable Tension","B01G8ZU2QW","New",1,0,"Amazon","X001492I8T","0%","--","0%","0%","Sep 13, 2024","Excellent"
"Vive Step Stool with Handle for Elderly - Bariatric Metal Heavy Duty Step Stool, Step Stool for Bedside for Adults - Up to 300 Pounds -Stool with Handle for Handicap - Lightweight Bath Stool","B01G4934JE","New",6,0,"Amazon","X00145QP69","0%","--","0%","0%","Feb 12, 2025","Excellent"
"Vive Metal Step Stool - Heavy Duty Stepping Stool for Adults and Kids - Foot Platform for Kitchen, Bedroom, Bathroom - One Portable, Medical, Lightweight Step for Bariatric, Elderly Child, Senior","B01G493430","New",19,0,"Amazon","X0013LJDQN","0%","--","0%","0%","Feb 14, 2025","Good"
"Vive XL Wheelchair Bag - Waterproof, Scratch-Resistant, Double-Stitched, Machine Washable Accessory for Adults, Seniors, 15 Colors - Storage Walker Backpack to Hang on Back of Wheel Chair","B01EJYZ4KS","New",124,2,"Amazon","X0010BAVH1","1.61%","Performance or quality not adequate
50%","0%","1.61%","Feb 14, 2025","Good"
"Vive XL Wheelchair Bag - Waterproof, Scratch-Resistant, Double-Stitched, Machine Washable Accessory for Adults, Seniors, 15 Colors - Storage Walker Backpack to Hang on Back of Wheel Chair","B01EJYZ2Q4","New",114,2,"Amazon","X0010BAVGR","1.75%","Performance or quality not adequate
50%","0%","1.75%","Feb 14, 2025","Good"
"Vive Stretch Strap - Leg Stretch Band to Improve Flexibility - Stretching Out Yoga Strap - Exercise and Physical Therapy Belt for Rehab, Pilates, Dance and Gymnastics with Workout Guide Book (Teal)","B01E7GRA9G","New",54,0,"Amazon","X001044C3R","0%","--","0%","0%","Feb 14, 2025","Excellent"
"Vive Walker Bag - Accessories Wheelchair Basket Pouch (Water Resistant) - Seniors Caddy Accessory Attachment for Folding, Rolling Walkers - Carry Storage Carrier Tote - Lightweight, Universal Size","B01AOBN78Q","New",364,6,"Amazon","X000XUOZ1N","1.65%","Too Small
33%","0%","1.65%","Feb 14, 2025","Good"
"Vive Walking Cane for Women, Men, Elderly - Patented Offset Grip - Lightweight Adjustable Walking Aid with a Non-Slip Tip - Sturdy Balancing Mobility Aid for Seniors, Supports Up to 250lbs","B019CXU014","New",20,0,"Amazon","X000X4744J","0%","--","0%","0%","Feb 13, 2025","Excellent"
"Vive Folding Cane - Foldable Walking Cane for Men, Women - Fold-up, Collapsible, Lightweight, Adjustable, Portable Hand Walking Stick - Balancing Mobility Aid - Sleek, Comfortable T Handles (Teal)","B019CXWACG","New",211,9,"Amazon","X000X46XHN","4.27%","Performance or quality not adequate
66%","0%","4.27%","Feb 14, 2025","Poor"
"Vive Foot Rocker - Calf Stretcher for Achilles Tendinitis, Heel, Feet, Shin Splint, Plantar Fasciitis Pain Relief - Stretches Strained Leg Muscle - Ankle Wedge Stretch Improves Flexibility (Standard)","B015D9VG14","New",229,7,"Amazon","X000X0ZFQR","3.06%","Performance or quality not adequate
85%","0%","3.06%","Feb 14, 2025","Fair"
"Vive Lower Back Support Brace for Men & Women - Dual Adjustable Lumbar Belt for Heavy Lifting, Herniated Disc, Sciatica, Scoliosis, & Thoracic Pain Relief - Compression Posture Device for Work or Home","B017AD72OQ","new",29,4,"Amazon","X000WA33BH","13.79%","Performance or quality not adequate
50%","0%","13.79%","Feb 9, 2025","Good"
"Vive Sprained Ankle Brace for Women, Men - Right or Left Compression Foot Immobilizer Support - Basketball, Volleyball Neoprene Stabilizer Wrap Protector - Tendonitis, Heel Spur, Running Feet Sprain","B01597TUAO","New",17,2,"Amazon","X000V70DXH","11.76%","Performance or quality not adequate
100%","0%","11.76%","Feb 13, 2025","Good"
"Vive Bag for Wheelchairs & Walkers - Machine Washable, Double-Stitched, Water-Resistant Accessory Backpack for Rollators, Wheelchairs, Walkers - Pouch with XL Pockets & Straps for Quick Installation","B01578EMXA","New",21,2,"Amazon","X000UMHC1J","9.52%","Defective item
50%","0%","9.52%","Feb 12, 2025","Good"
"Vive Bed Assist Rail - Adult Bedside Standing Bar for Seniors, Elderly, Handicap - Fit King, Queen, Full, Twin - Adjustable Fall Prevention Safety Handle Guard - Long Hand Bedrail Grab Bar Cane","B01577KLC2","New",70,4,"Amazon","X000UL2HP1","5.71%","Performance or quality not adequate
50%","0%","5.71%","Feb 14, 2025","Good"
"Vive Bath Shower Step Stool (4.5"") - Slip Resistant, Stackable, Indoor/Outdoor - Safety Stepping Stool Bathroom Aid for Adults, Handicap, Elderly, Seniors, Bathtub, High Beds, Kitchens - Nonslip","B011VJF6F2","New",4,0,"Amazon","X000TBLF2X","0%","--","0%","0%","Jan 13, 2025","Excellent"
"Vive Shower Mat - 22"" by 22"" Square Non Slip Large Bath Mat for Bathtub - Patented Design - Suction Cup Traction Skid Pad for Stalls Floors Tub - Textured Rubber with Drain Hole","B011IZHDW8","New",109,5,"Amazon","X000T7DPVL","4.59%","Performance or quality not adequate
100%","0%","4.59%","Oct 8, 2024","Good"
"Vive Cervical Collar Neck Brace for Neck Pain and Support for Women & Men - Soft Foam Brace for Pain Relief - Comfortable Corrector Wrap for Posture, Sleeping, Radiculopathy, & Spine (White, 4 inch)","B0103MGBHU","New",25,2,"Amazon","X000SRF26X","8%","Defective item
50%","0%","8%","Feb 14, 2025","Good"
"Vive Thumb & Wrist Brace for Right or Left Hand - Spica Splint Brace for Carpal Tunnel, Tendonitis, & Arthritis in Hands or Fingers - Compression Support for Women Men - Stabilizer Relief for Bowling","B0103JCXH0","New",152,4,"Amazon","X000SRDWX3","2.63%","Performance or quality not adequate
75%","0%","2.63%","Feb 14, 2025","Good"
"Vive Calf Brace - Adjustable Shin Splint Support - Lower Leg Compression Wrap Increases Circulation, Reduces Muscle Swelling - Calf Sleeve for Men and Women - Pain Relief (Black)","B0101BXKHM","New",730,32,"Amazon","X000SR2DJR","4.38%","Performance or quality not adequate
87%","0%","4.38%","Feb 14, 2025","Good"
"Sures Bed Pads for Incontinence Washable, Bed Wetting Protection for Adults & Elderly - Waterproof Reusable Underpads for Women, Men, Kids, Pets","B00ZZ00GCM","New",42,1,"Amazon","X000SQBTOD","2.38%","Performance or quality not adequate
100%","2.38%","0%","Sep 13, 2024","Good"
"Vive Bed Pads for Incontinence Washable, Bed Wetting Protection for Adults & Elderly - Waterproof Reusable Underpads for Women, Men, Kids, Pets (34"" x 36"", 1.00)","B00ZZ00G0Y","New",11,1,"Amazon","X000SQBQQ9","9.09%","Performance or quality not adequate
100%","0%","9.09%","Feb 13, 2025","Very poor"
"Vive Post Op Shoe - Lightweight Medical Walking Boot with Adjustable Strap - Orthopedic Recovery Cast Shoe for Post Surgery, Fractured Foot, Injured Toes, Stress Fracture, Sprains - Left or Right Foot","B00ZNU6JNE","new",5,1,"Amazon","X000SMKXDZ","20%","Too Large
100%","0%","20%","Nov 8, 2024","Fair"
"Vive Post Op Shoe - Lightweight Medical Walking Boot with Adjustable Strap - Orthopedic Recovery Cast Shoe for Post Surgery, Fractured Foot, Injured Toes, Stress Fracture, Sprains - Left or Right Foot","B00ZNU6JIO","New",15,0,"Amazon","X000SMKT3T","0%","--","0%","0%","Feb 13, 2025","Good"
"Vive Post Op Shoe - Lightweight Medical Walking Boot with Adjustable Strap - Orthopedic Recovery Cast Shoe for Post Surgery, Fractured Foot, Injured Toes, Stress Fracture, Sprains - Left or Right Foot","B00ZNU6JRK","New",63,12,"Amazon","X000SMKRWR","19.05%","Performance or quality not adequate
41%","0%","19.05%","Feb 13, 2025","Fair"
"Vive Post Op Shoe - Lightweight Medical Walking Boot with Adjustable Strap - Orthopedic Recovery Cast Shoe for Post Surgery, Fractured Foot, Injured Toes, Stress Fracture, Sprains - Left or Right Foot","B00ZNU6JQG","New",4,1,"Amazon","X000SMKQIH","25%","Performance or quality not adequate
100%","0%","25%","Jan 30, 2025","Excellent"
"Envelop Gel Heel Cups - Heel Cushion for Women, Men, Bone Spur, Plantar Fasciitis Support - Shoe Inserts Provide Foot Pain Relief for Achilles, Feet Arch, Kids - Shock Absorbing Protector Pad","B00ZASCP2I","New",1,0,"Amazon","X000SIYFLF","0%","--","0%","0%","Jan 7, 2025","Good"
"Envelop Gel Heel Cups - Heel Cushion for Women, Men, Bone Spur, Plantar Fasciitis Support - Shoe Inserts Provide Foot Pain Relief for Achilles, Feet Arch, Kids - Shock Absorbing Protector Pad","B00ZASCOZQ","New",5,0,"Amazon","X000SIYEQB","0%","--","0%","0%","Jan 19, 2025","Excellent"
"Vive Hard Plantar Fasciitis Night Splint for Men & Women - Stabilizer Brace Relieves Inflammation - Foot Support Boot Features Adjustable Hook and Loop Straps for Achilles Pain Relief","B00YZ86KH0","New",4,0,"Amazon","X000SGQQ7X","0%","--","0%","0%","Jan 21, 2025","Excellent"
"Vive Hard Plantar Fasciitis Night Splint for Men & Women - Stabilizer Brace Relieves Inflammation - Foot Support Boot Features Adjustable Hook and Loop Straps for Achilles Pain Relief","B00YZ86KKM","New",1,0,"Amazon","X000SGQIU3","0%","--","0%","0%","Jan 21, 2025","Good"
"Vive Plantar Fasciitis Night Splint Plus Trigger Point Stretch Wedges - Soft Leg Brace Support, Orthopedic Sleeping Immobilizer Stretch Boot (Large: Men's: 8.5-11, Women's: 10-12)","B00YZ7CW00","new",2,1,"Amazon","X000SGQIJT","50%","Performance or quality not adequate
100%","0%","50%","Dec 10, 2024","Excellent"
"Vive Hard Plantar Fasciitis Night Splint for Men & Women - Stabilizer Brace Relieves Inflammation - Foot Support Boot Features Adjustable Hook and Loop Straps for Achilles Pain Relief","B00YZ86KD4","New",6,1,"Amazon","X000SGQHYF","16.67%","Performance or quality not adequate
100%","0%","16.67%","Feb 9, 2025","Good"
"Vive Plantar Fasciitis Night Splint Plus Trigger Point Stretch Wedges - Soft Leg Brace Support, Orthopedic Sleeping Immobilizer Stretch Boot (Small: Men's: Up to 5, Women's: Up to 6.5)","B00YZ7CUVQ","new",12,2,"Amazon","X000SGMO5B","16.67%","Defective item
50%","0%","16.67%","Feb 2, 2025","Good"
"Vive Plantar Fasciitis Night Splint Plus Trigger Point Stretch Wedges - Soft Leg Brace Support, Orthopedic Sleeping Immobilizer Stretch Boot (X-Large: Men's: 11.5-12.5, Women's: 12.5-14)","B00YZ7CUZC","New",5,0,"Amazon","X000SGM0TB","0%","--","0%","0%","Nov 29, 2024","Good"
"Vive Plantar Fasciitis Night Splint Plus Trigger Point Stretch Wedges - Soft Leg Brace Support, Orthopedic Sleeping Immobilizer Stretch Boot (Medium: Men's: 5.5-8, Women's 7-9.5)","B00YZ7CV92","New",58,5,"Amazon","X000SGLRG3","8.62%","Performance or quality not adequate
60%","0%","8.62%","Feb 13, 2025","Good"
"Vive Mobility Knee Walker Pad Cover - Plush Synthetic Faux Sheepskin Scooter Cushion - Accessory for Knee Roller - Leg Cart Improves Comfort During Injury (Off-White)","B00WNSBSO4","New",5,0,"Amazon","X000RNNQZH","0%","--","0%","0%","Feb 8, 2025","Excellent"
"Vive Hip and Groin Brace - Sciatica Brace - Bursitis Hip Pain Relief for Women and Men - Hip Flexor Compression Wrap Support - Thigh, Hamstring Recovery for Joints, Nerve Pulled Muscles and Arthritis","B00WTIIV6G","New",19,3,"Amazon","X000RNNQRZ","15.79%","Wrong item was sent
33%","0%","15.79%","Feb 14, 2025","Good"
"Vive Button Hook with Zipper Pull - Dressing Helper Assist Tool for Arthritis - One Hand Shirt & Coat Buttoning Aid, Disability, Handicapped, Seniors, Elderly - Limited Dexterity, Wide Grip Handle","B00WRG9LRI","New",103,0,"Amazon","X000RMC5FF","0%","--","0%","0%","Feb 13, 2025","Excellent"
